Unnamed: 0,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,duration_binned,amount_binned,age_binned
591,1,8,4,business,1164,1,5,3,male : married/widowed,none,4,real estate,51,bank,3,2,4,3 or more,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",47-52
592,1,36,4,car (used),6229,1,2,4,female : non-single or male : single,co-applicant,4,real estate,23,none,1,2,2,0 to 2,2,2,0,"(31.2, 38.0]","(5702.2, 7519.6]",18-24
593,1,24,1,others,1193,1,1,1,female : non-single or male : single,co-applicant,4,real estate,29,none,1,2,1,0 to 2,1,2,0,"(17.6, 24.4]","(231.826, 2067.4]",24-30
594,1,30,0,car (used),4583,1,3,2,male : divorced/separated,guarantor,2,unknown / no property,32,none,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(3884.8, 5702.2]",30-35
595,1,36,4,car (used),5371,1,3,3,male : married/widowed,guarantor,2,car or other,28,none,2,2,3,0 to 2,1,2,1,"(31.2, 38.0]","(3884.8, 5702.2]",24-30
596,1,12,2,car (used),708,1,3,2,male : married/widowed,guarantor,3,car or other,38,none,2,1,2,3 or more,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
597,1,21,4,others,571,1,5,4,male : married/widowed,none,4,unknown / no property,65,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",63-69
598,1,30,2,furniture/equipment,2522,1,5,1,male : married/widowed,guarantor,3,car or other,39,none,2,1,3,3 or more,1,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",35-41
599,1,36,2,car (used),5179,1,4,4,male : married/widowed,none,2,car or other,29,none,2,1,3,0 to 2,1,2,0,"(31.2, 38.0]","(3884.8, 5702.2]",24-30
600,1,36,2,car (new),8229,1,3,2,male : married/widowed,none,2,car or other,26,none,2,1,3,3 or more,1,2,0,"(31.2, 38.0]","(7519.6, 9337.0]",24-30
601,4,24,4,car (used),2028,1,4,2,male : married/widowed,none,2,car or other,30,none,2,2,2,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
602,1,6,2,others,1374,5,1,4,female : non-single or male : single,none,3,car or other,75,none,2,1,4,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",69-75
603,1,12,2,car (used),1289,1,3,4,male : married/widowed,guarantor,1,car or other,21,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
604,1,36,2,car (used),2712,1,5,2,male : married/widowed,none,2,car or other,41,bank,2,1,3,3 or more,1,2,0,"(31.2, 38.0]","(2067.4, 3884.8]",35-41
605,1,15,4,car (used),975,1,3,2,male : divorced/separated,none,3,car or other,25,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
606,2,6,3,car (used),1050,1,1,4,male : married/widowed,none,1,car or other,35,stores,2,2,4,0 to 2,2,1,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
607,1,6,4,others,609,1,4,4,female : non-single or male : single,none,3,car or other,37,none,2,2,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
608,1,48,2,car (new),4788,1,4,4,male : married/widowed,none,3,car or other,26,none,2,1,3,3 or more,1,2,1,"(44.8, 51.6]","(3884.8, 5702.2]",24-30
609,2,24,2,car (used),3069,2,5,4,male : married/widowed,none,4,real estate,30,none,3,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
610,2,12,2,others,836,2,2,4,female : non-single or male : single,none,2,car or other,23,bank,2,1,2,0 to 2,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",18-24
611,1,12,2,car (used),2577,1,3,2,male : divorced/separated,none,1,building soc. savings agr./life insurance,42,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",41-47
612,1,12,2,car (used),1620,1,3,2,female : non-single or male : single,co-applicant,3,car or other,30,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
613,1,15,2,car (used),1845,1,2,4,female : non-single or male : single,guarantor,1,car or other,46,none,1,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
614,1,24,2,car (new),6579,1,1,4,male : married/widowed,none,2,real estate,29,none,3,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",24-30
615,1,12,2,others,1893,1,3,4,female : non-single or male : single,guarantor,4,car or other,29,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
616,1,30,4,car (new),10623,1,5,3,male : married/widowed,none,4,real estate,38,none,3,3,4,3 or more,2,2,1,"(24.4, 31.2]","(9337.0, 11154.4]",35-41
617,1,18,2,others,2249,2,4,4,male : married/widowed,none,3,building soc. savings agr./life insurance,30,none,2,1,4,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
618,1,30,2,car (used),3108,1,2,2,male : divorced/separated,none,4,car or other,31,none,2,1,2,0 to 2,1,2,0,"(24.4, 31.2]","(2067.4, 3884.8]",30-35
619,2,12,4,others,958,1,4,2,male : married/widowed,none,3,unknown / no property,47,none,2,2,2,3 or more,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
620,4,24,2,car (new),9277,5,3,2,male : divorced/separated,none,4,real estate,48,none,3,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(7519.6, 9337.0]",47-52
621,4,24,4,business,6314,1,1,4,male : married/widowed,co-applicant,2,real estate,27,bank,2,2,4,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",24-30
622,1,12,4,car (new),1526,1,5,4,male : married/widowed,none,4,real estate,66,none,3,2,4,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",63-69
623,1,12,2,car (used),3590,1,3,2,male : married/widowed,co-applicant,2,car or other,29,none,2,1,2,3 or more,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
624,1,24,4,car (new),6615,1,1,2,male : married/widowed,none,4,real estate,75,none,3,2,4,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",69-75
625,1,6,4,car (used),1872,1,1,4,male : married/widowed,none,4,real estate,36,none,3,3,4,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
626,4,12,2,others,2859,5,1,4,male : married/widowed,none,4,real estate,38,none,2,1,4,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",35-41
627,4,18,4,furniture/equipment,1582,4,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,46,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",41-47
628,4,6,2,vacation,1238,5,1,4,male : married/widowed,none,4,car or other,36,none,2,1,4,3 or more,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
629,1,12,2,car (used),2578,1,1,3,female : non-single or male : single,none,4,real estate,55,none,3,1,4,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",52-58
630,1,15,4,car (used),1433,1,3,4,female : non-single or male : single,none,3,car or other,25,none,1,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
631,1,42,2,car (used),7882,1,4,2,male : married/widowed,guarantor,4,car or other,45,none,3,1,3,3 or more,1,2,1,"(38.0, 44.8]","(7519.6, 9337.0]",41-47
632,1,24,2,car (used),4169,1,3,4,male : married/widowed,none,4,car or other,28,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",24-30
633,1,36,2,car (used),3959,1,1,4,male : married/widowed,none,3,car or other,30,none,2,1,4,0 to 2,2,2,1,"(31.2, 38.0]","(3884.8, 5702.2]",24-30
634,1,36,2,others,3249,1,4,2,male : married/widowed,none,4,real estate,39,bank,3,1,4,3 or more,2,2,1,"(31.2, 38.0]","(2067.4, 3884.8]",35-41
635,1,24,2,car (used),3149,1,2,4,male : married/widowed,none,1,real estate,22,bank,3,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
636,1,12,4,car (used),2246,1,5,3,male : married/widowed,none,3,car or other,60,none,2,2,3,0 to 2,1,2,0,"(10.8, 17.6]","(2067.4, 3884.8]",58-63
637,1,13,4,retraining,1797,1,2,3,male : married/widowed,none,1,car or other,28,bank,2,2,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
638,1,20,4,car (used),4272,1,5,1,female : non-single or male : single,none,4,car or other,24,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",18-24
639,1,24,4,car (new),2957,1,5,4,male : married/widowed,none,4,car or other,63,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",58-63
640,1,36,4,car (used),2348,1,3,3,female : single,none,2,car or other,46,none,2,2,3,0 to 2,2,2,1,"(31.2, 38.0]","(2067.4, 3884.8]",41-47
641,3,42,0,retraining,6289,1,2,2,male : divorced/separated,none,1,car or other,33,none,2,2,3,0 to 2,1,2,1,"(38.0, 44.8]","(5702.2, 7519.6]",30-35
642,1,24,4,car (new),6419,1,5,2,female : non-single or male : single,none,4,real estate,44,none,3,2,4,3 or more,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",41-47
643,1,48,4,car (new),6143,1,5,4,female : non-single or male : single,none,4,real estate,58,stores,3,2,2,0 to 2,1,2,0,"(44.8, 51.6]","(5702.2, 7519.6]",52-58
644,4,24,4,repairs,1597,1,5,4,male : married/widowed,none,4,real estate,54,none,3,2,3,3 or more,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",52-58
645,1,36,2,business,15857,1,1,2,male : divorced/separated,co-applicant,3,building soc. savings agr./life insurance,43,none,2,1,4,0 to 2,1,2,1,"(31.2, 38.0]","(14789.2, 16606.6]",41-47
646,4,24,4,furniture/equipment,2223,2,5,4,male : married/widowed,none,4,car or other,52,bank,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",47-52
647,4,48,3,furniture/equipment,7238,5,5,3,male : married/widowed,none,3,building soc. savings agr./life insurance,32,bank,2,2,3,3 or more,1,2,1,"(44.8, 51.6]","(5702.2, 7519.6]",30-35
648,2,30,3,retraining,2503,2,5,4,male : married/widowed,none,2,car or other,41,stores,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",35-41
649,2,18,2,retraining,2622,2,3,4,male : married/widowed,none,4,building soc. savings agr./life insurance,34,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
650,2,24,2,car (used),4351,5,3,1,female : non-single or male : single,none,4,car or other,48,none,2,1,2,0 to 2,2,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",47-52
651,2,6,2,furniture/equipment,368,5,5,4,male : married/widowed,none,4,car or other,38,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
652,2,12,2,vacation,754,5,5,4,male : married/widowed,none,4,car or other,38,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
653,4,24,4,furniture/equipment,2424,5,5,4,male : married/widowed,none,4,car or other,53,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",52-58
654,2,48,3,retraining,6681,5,3,4,male : married/widowed,none,4,real estate,38,none,3,1,3,3 or more,2,2,1,"(44.8, 51.6]","(5702.2, 7519.6]",35-41
655,2,18,3,retraining,2427,5,5,4,male : married/widowed,none,2,car or other,42,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
656,2,24,4,furniture/equipment,1216,2,2,4,male : married/widowed,none,4,real estate,38,bank,2,2,3,3 or more,1,2,0,"(17.6, 24.4]","(231.826, 2067.4]",35-41
657,2,6,2,furniture/equipment,753,1,3,2,female : non-single or male : single,guarantor,3,unknown / no property,64,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",63-69
658,2,7,2,furniture/equipment,2576,1,3,2,male : married/widowed,guarantor,2,unknown / no property,35,none,2,1,3,0 to 2,1,1,1,"(3.932, 10.8]","(2067.4, 3884.8]",30-35
659,2,6,2,furniture/equipment,590,1,2,3,female : single,none,3,unknown / no property,26,none,2,1,2,0 to 2,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
660,2,8,2,furniture/equipment,1414,1,3,4,male : married/widowed,guarantor,2,unknown / no property,33,none,2,1,3,0 to 2,1,1,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
661,2,12,2,furniture/equipment,1103,1,4,4,male : married/widowed,guarantor,3,unknown / no property,29,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
662,2,12,3,furniture/equipment,585,1,3,4,female : single,co-applicant,4,unknown / no property,20,none,1,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
663,2,6,2,furniture/equipment,1068,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,28,none,2,1,3,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
664,1,8,4,others,713,1,5,4,male : married/widowed,none,4,unknown / no property,47,none,2,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
665,2,12,2,furniture/equipment,1092,1,3,4,female : non-single or male : single,guarantor,4,unknown / no property,49,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",47-52
666,2,7,2,furniture/equipment,2329,1,2,1,female : non-single or male : single,guarantor,1,unknown / no property,45,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",41-47
667,2,13,4,furniture/equipment,882,1,2,4,male : married/widowed,guarantor,4,unknown / no property,23,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
668,2,18,2,furniture/equipment,866,1,3,4,female : single,guarantor,2,unknown / no property,25,none,2,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
669,2,7,2,furniture/equipment,2415,1,3,3,male : married/widowed,guarantor,2,unknown / no property,34,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",30-35
670,2,13,2,furniture/equipment,2101,1,2,2,female : non-single or male : single,guarantor,4,car or other,23,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
671,2,18,2,furniture/equipment,1301,1,5,4,female : single,guarantor,2,unknown / no property,32,none,2,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
672,2,18,2,furniture/equipment,1113,1,3,4,female : non-single or male : single,guarantor,4,unknown / no property,26,none,2,1,2,3 or more,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
673,2,8,2,furniture/equipment,760,1,4,4,female : non-single or male : single,guarantor,2,unknown / no property,44,none,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
674,2,12,2,furniture/equipment,625,1,2,4,female : single,guarantor,1,unknown / no property,26,bank,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
675,3,6,4,others,1323,2,5,2,male : divorced/separated,none,4,building soc. savings agr./life insurance,28,none,2,2,3,3 or more,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
676,1,9,4,furniture/equipment,1138,1,3,4,male : married/widowed,none,4,unknown / no property,25,none,2,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
677,2,18,4,furniture/equipment,1795,1,5,3,female : non-single or male : single,guarantor,4,unknown / no property,48,bank,1,2,2,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",47-52
678,2,15,4,furniture/equipment,2728,5,4,4,male : married/widowed,guarantor,2,unknown / no property,35,bank,2,3,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",30-35
679,2,6,2,furniture/equipment,484,1,4,3,female : single,guarantor,3,unknown / no property,28,bank,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
680,2,10,1,furniture/equipment,1048,1,3,4,male : married/widowed,none,4,unknown / no property,23,stores,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
681,2,12,2,furniture/equipment,1155,1,5,3,female : single,guarantor,3,unknown / no property,40,bank,2,2,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
682,2,20,3,car (new),7057,5,4,3,male : married/widowed,none,4,car or other,36,bank,1,2,4,3 or more,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",35-41
683,2,15,4,furniture/equipment,1537,5,5,4,male : married/widowed,guarantor,4,unknown / no property,50,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",47-52
684,1,12,2,furniture/equipment,2214,1,3,4,male : married/widowed,none,3,car or other,24,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
685,4,24,4,car (used),1585,1,4,4,male : married/widowed,none,3,car or other,40,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",35-41
686,2,10,2,car (used),1521,1,3,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,none,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",30-35
687,2,36,1,radio/television,3990,5,2,3,female : non-single or male : single,none,2,real estate,29,bank,2,1,1,0 to 2,1,2,1,"(31.2, 38.0]","(3884.8, 5702.2]",24-30
688,3,18,2,car (used),3049,1,2,1,female : non-single or male : single,none,1,car or other,45,stores,2,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
689,1,24,2,furniture/equipment,1282,2,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,32,none,2,1,2,0 to 2,1,2,0,"(17.6, 24.4]","(231.826, 2067.4]",30-35
690,4,60,2,furniture/equipment,10144,2,4,2,female : non-single or male : single,none,4,unknown / no property,21,none,2,1,3,0 to 2,2,2,1,"(58.4, 65.2]","(9337.0, 11154.4]",18-24
691,1,12,2,others,1168,1,3,4,female : single,none,3,unknown / no property,27,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
692,2,6,2,domestic appliances,454,1,2,3,female : single,none,1,car or other,22,none,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",18-24
693,4,15,3,car (new),3594,1,2,1,female : non-single or male : single,none,2,car or other,46,none,2,2,2,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",41-47
694,4,12,2,car (used),1768,1,3,3,male : married/widowed,none,2,unknown / no property,24,none,1,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
695,4,60,3,furniture/equipment,15653,1,4,2,male : married/widowed,none,4,building soc. savings agr./life insurance,21,none,2,2,3,0 to 2,2,2,1,"(58.4, 65.2]","(14789.2, 16606.6]",18-24
696,3,12,3,others,2247,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,36,stores,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",35-41
697,4,24,2,furniture/equipment,1413,1,3,4,female : single,none,2,car or other,28,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
698,2,45,4,car (new),4576,2,1,3,male : married/widowed,none,4,building soc. savings agr./life insurance,27,none,2,1,3,0 to 2,1,2,1,"(44.8, 51.6]","(3884.8, 5702.2]",24-30
699,1,24,4,furniture/equipment,1231,4,5,4,female : non-single or male : single,none,4,car or other,57,none,1,2,4,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",52-58
700,1,36,2,car (new),8335,5,5,3,male : married/widowed,none,4,real estate,47,none,3,1,3,0 to 2,1,2,0,"(31.2, 38.0]","(7519.6, 9337.0]",41-47
701,2,36,4,car (new),5800,1,3,3,male : married/widowed,none,4,building soc. savings agr./life insurance,34,none,2,2,3,0 to 2,2,2,1,"(31.2, 38.0]","(5702.2, 7519.6]",30-35
702,1,18,3,repairs,8471,5,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,1,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(7519.6, 9337.0]",18-24
703,1,30,2,car (used),3622,4,5,4,female : non-single or male : single,none,4,car or other,57,none,1,2,3,0 to 2,2,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",52-58
704,1,6,4,furniture/equipment,1169,5,5,4,male : married/widowed,none,4,unknown / no property,67,none,2,2,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",63-69
705,4,15,2,radio/television,1262,3,4,4,male : married/widowed,none,3,car or other,36,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
706,3,24,4,car (used),3617,5,5,4,male : married/widowed,co-applicant,4,real estate,20,none,1,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
707,2,30,4,others,2181,5,5,4,male : married/widowed,none,4,unknown / no property,36,none,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",35-41
708,1,48,1,retraining,7685,1,4,2,female : non-single or male : single,guarantor,4,building soc. savings agr./life insurance,37,none,1,1,3,0 to 2,1,2,0,"(44.8, 51.6]","(7519.6, 9337.0]",35-41
709,4,48,4,repairs,6110,1,3,1,male : married/widowed,none,3,real estate,31,bank,3,1,3,0 to 2,2,2,1,"(44.8, 51.6]","(5702.2, 7519.6]",30-35
710,4,24,2,others,3757,1,5,4,female : non-single or male : single,co-applicant,4,real estate,62,none,3,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",58-63
711,1,42,4,domestic appliances,3394,1,1,4,male : married/widowed,co-applicant,4,building soc. savings agr./life insurance,65,none,2,2,1,0 to 2,1,2,1,"(38.0, 44.8]","(2067.4, 3884.8]",63-69
712,4,36,4,retraining,6304,5,5,4,male : married/widowed,none,4,unknown / no property,36,none,2,2,3,0 to 2,1,2,1,"(31.2, 38.0]","(5702.2, 7519.6]",35-41
713,4,9,4,repairs,1244,5,5,4,female : non-single or male : single,none,4,car or other,41,none,1,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
714,4,6,2,others,3518,1,3,2,male : married/widowed,guarantor,3,car or other,26,none,1,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",24-30
715,4,36,0,domestic appliances,2613,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,2,2,3,0 to 2,1,2,1,"(31.2, 38.0]","(2067.4, 3884.8]",24-30
716,1,48,2,repairs,7476,1,4,4,male : married/widowed,none,1,real estate,50,none,3,1,4,0 to 2,2,2,1,"(44.8, 51.6]","(5702.2, 7519.6]",47-52
717,4,24,2,retraining,4591,4,3,2,male : married/widowed,none,3,car or other,54,none,2,3,4,0 to 2,2,2,0,"(17.6, 24.4]","(3884.8, 5702.2]",52-58
718,2,18,2,car (used),1924,5,2,4,female : non-single or male : single,none,3,unknown / no property,27,none,1,1,3,0 to 2,1,2,0,"(17.6, 24.4]","(231.826, 2067.4]",24-30
719,2,72,2,furniture/equipment,5595,2,3,2,female : single,none,2,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,0,"(65.2, 72.0]","(3884.8, 5702.2]",18-24
720,2,48,3,repairs,6224,1,5,4,male : married/widowed,none,4,real estate,50,none,3,1,3,0 to 2,1,2,0,"(44.8, 51.6]","(5702.2, 7519.6]",47-52
721,3,15,2,repairs,1905,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,40,none,1,1,4,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
722,4,21,3,car (new),2993,1,3,3,male : married/widowed,none,2,unknown / no property,28,stores,2,2,2,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
723,4,36,3,car (new),8947,5,4,3,male : married/widowed,none,2,building soc. savings agr./life insurance,31,stores,2,1,4,3 or more,2,2,1,"(31.2, 38.0]","(7519.6, 9337.0]",30-35
724,1,24,2,car (used),4020,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,27,stores,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",24-30
725,2,18,2,car (new),2779,1,3,1,female : single,none,3,building soc. savings agr./life insurance,21,none,1,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",18-24
726,4,21,2,others,2782,3,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,bank,2,1,4,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
727,4,12,2,others,1884,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,39,none,2,1,4,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
728,4,36,4,car (new),11054,5,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,4,0 to 2,2,2,1,"(31.2, 38.0]","(9337.0, 11154.4]",24-30
729,2,60,3,furniture/equipment,9157,5,3,2,male : married/widowed,none,2,real estate,27,none,3,1,4,0 to 2,1,2,1,"(58.4, 65.2]","(7519.6, 9337.0]",24-30
730,2,42,1,car (new),9283,1,1,1,male : married/widowed,none,2,real estate,55,bank,3,1,4,0 to 2,2,2,1,"(38.0, 44.8]","(7519.6, 9337.0]",52-58
731,4,60,2,others,6527,5,3,4,male : married/widowed,none,4,real estate,34,none,3,1,3,3 or more,2,2,1,"(58.4, 65.2]","(5702.2, 7519.6]",30-35
732,4,15,4,car (new),3368,4,5,3,male : married/widowed,none,4,real estate,23,none,1,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
733,1,15,2,others,2511,1,1,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,1,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
734,1,36,2,car (new),5493,1,5,2,male : married/widowed,none,4,real estate,42,none,3,1,3,3 or more,1,2,1,"(31.2, 38.0]","(3884.8, 5702.2]",41-47
735,4,6,2,radio/television,1338,3,3,1,male : divorced/separated,none,4,unknown / no property,62,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",58-63
736,2,9,2,furniture/equipment,1082,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,37,none,2,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
737,4,18,4,furniture/equipment,1149,4,3,4,male : married/widowed,none,3,unknown / no property,46,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",41-47
738,2,15,2,domestic appliances,1308,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,38,none,2,2,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
739,2,20,0,car (new),6148,2,5,3,female : single,none,4,building soc. savings agr./life insurance,31,bank,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",30-35
740,4,12,2,car (used),1736,1,4,3,female : non-single or male : single,none,4,unknown / no property,31,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
